Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Liu, Y., Liu, S., Sun, Y., Li, M., An, Y., Shi, F.","57218414980; 8664704400; 57206700823; 57218087723; 57205333684; 57208602369","Spatial differentiation of the NPP and NDVI and its influencing factors vary with grassland type on the Qinghai-Tibet Plateau",2021,"Environmental Monitoring and Assessment",193,"1", 48,,,,3,10.1007/s10661-020-08824-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098853767&partnerID=40&md5=206df0457c3a169311e0583bcd1b071c",Article,Final,"",Scopus,2-s2.0-85098853767
"He, X., Mai, X., Shen, G.","7404409008; 57200087196; 7401967025","Poverty and physical geographic factors: An empirical analysis of sichuan province using the gwr model",2021,"Sustainability (Switzerland)",13,"1", 100,1,17,,,10.3390/su13010100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098800987&partnerID=40&md5=33e0350efab1b28eb1565de803de861d",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85098800987
"Hassan, M.S., Bhuiyan, M.A.H., Tareq, F., Bodrud-Doza, M., Tanu, S.M., Rabbani, K.A.","57199938432; 57217244788; 57221287174; 57189758827; 57221286622; 57212776792","Relationship between COVID-19 infection rates and air pollution, geo-meteorological, and social parameters",2021,"Environmental Monitoring and Assessment",193,"1", 29,,,,5,10.1007/s10661-020-08810-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098712845&partnerID=40&md5=d20d19a2678e871db036c1a5dd19e8af",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85098712845
"Tu, J., Tu, W.","35249630900; 54900073400","Exploring Spatially Varying Relationships Between Preterm Birth and Socioeconomic, Demographic, and Behavioral Factors in Georgia, USA Using Geographically Weighted Logistic Regression",2021,"Papers in Applied Geography",7,"2",,217,237,,,10.1080/23754931.2020.1866651,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098636659&partnerID=40&md5=53aa14e6b3cbfb384bc9dd42f4ef077d",Article,Final,"",Scopus,2-s2.0-85098636659
"Zymaroieva, A., Zhukov, O.","57212559643; 56377125500","Analyzing cereal and grain legumes (pulses) yields patterns in the forest and forest-steppe zones of Ukraine using geographically weighted principal components analysis | Analiza vzorcev pridelkov žit in zrnatih stročnic na območju gozda in lesostepe Ukrajine z geografsko tehtano analizo glavnih komponent",2021,"Acta Agriculturae Slovenica",116,"2",,287,297,,1,10.14720/aas.2020.116.2.873,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098617532&partnerID=40&md5=0ba7e854d9141af6d7e157bfc8cf536a",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85098617532
"Shen, S.-L., Cui, J.-L., Wu, X.-Q.","35729283700; 36468029400; 7408230250","A simple test for spatial heteroscedasticity in spatially varying coefficient models",2021,"Journal of Statistical Computation and Simulation",91,"8",,1580,1592,,,10.1080/00949655.2020.1862112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098589928&partnerID=40&md5=5d549915cb30b7681948883609d4bba0",Article,Final,"",Scopus,2-s2.0-85098589928
"Gu, K., Zhou, Y., Sun, H., Dong, F., Zhao, L.","56940082400; 57189067350; 57204767467; 45661148900; 57211575762","Spatial distribution and determinants of PM2.5 in China’s cities: fresh evidence from IDW and GWR",2021,"Environmental Monitoring and Assessment",193,"1", 15,,,,5,10.1007/s10661-020-08749-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098235882&partnerID=40&md5=9b85e757326107ea226e025dee5e72f0",Article,Final,"",Scopus,2-s2.0-85098235882
"Chao, L., Zhang, K., Yang, Z.-L., Wang, J., Lin, P., Liang, J., Li, Z., Gu, Z.","57195600277; 55333061800; 7405429767; 57203558683; 56900345700; 57220765199; 12773290000; 57220770210","Improving flood simulation capability of the WRF-Hydro-RAPID model using a multi-source precipitation merging method",2021,"Journal of Hydrology",592,"", 125814,,,,4,10.1016/j.jhydrol.2020.125814,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097575895&partnerID=40&md5=a78a7f65f555c69ac4a856b07d4d4895",Article,Final,"",Scopus,2-s2.0-85097575895
"Andresen, M.A., Ha, O.K., Davies, G.","57221766547; 57190497052; 54419694100","Spatially Varying Unemployment and Crime Effects in the Long Run and Short Run",2021,"Professional Geographer",73,"2",,297,311,,,10.1080/00330124.2020.1838928,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097533304&partnerID=40&md5=0a0d9b065263d96e00c6ab819b4e8df2",Article,Final,"",Scopus,2-s2.0-85097533304
"Wang, S., Noland, R.B.","57214593372; 7003593694","Variation in ride-hailing trips in Chengdu, China",2021,"Transportation Research Part D: Transport and Environment",90,"", 102596,,,,2,10.1016/j.trd.2020.102596,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097356050&partnerID=40&md5=9c7196c03bde5ab33f49670238b80b47",Article,Final,"",Scopus,2-s2.0-85097356050
"Ma, L., Long, H., Tang, L., Tu, S., Zhang, Y., Qu, Y.","57192097930; 8689752000; 57220179308; 56643917500; 57191747388; 57200010766","Analysis of the spatial variations of determinants of agricultural production efficiency in China",2021,"Computers and Electronics in Agriculture",180,"", 105890,,,,3,10.1016/j.compag.2020.105890,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097198989&partnerID=40&md5=9fded9af7018a89b3b15a25692a476d5",Article,Final,"",Scopus,2-s2.0-85097198989
"Magnussen, S., Nord-Larsen, T.","7005234520; 6505839142","Forest inventory inference with spatial model strata",2021,"Scandinavian Journal of Forest Research",36,"1",,43,54,,1,10.1080/02827581.2020.1852309,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097068482&partnerID=40&md5=c7029617e3f181d2da431fbd74405e01",Article,Final,"",Scopus,2-s2.0-85097068482
"Szołtysek, M., Ogórek, B., Gruber, S.","17436099500; 57190007346; 7101800858","Global and local correlations of Hajnal’s household formation markers in historical Europe: A cautionary tale",2021,"Population Studies",75,"1",,67,89,,,10.1080/00324728.2020.1832252,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096103603&partnerID=40&md5=c29980bb87ad1f6da0e053bd939941d1",Article,Final,"",Scopus,2-s2.0-85096103603
"Zhong, S., Wang, Z., Wang, Q., Liu, A., Cui, J.","56214550100; 57209622041; 57219854979; 57219854025; 55358454200","Exploring the Spatially Heterogeneous Effects of Urban Built Environment on Road Travel Time Variability",2021,"Journal of Transportation Engineering Part A: Systems",147,"1", 04020142,,,,1,10.1061/JTEPBS.0000469,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095796455&partnerID=40&md5=ebc3c37e82a10604ebcf20cd8be20bcc",Article,Final,"",Scopus,2-s2.0-85095796455
"Balta-Ozkan, N., Yildirim, J., Connor, P.M., Truckell, I., Hart, P.","16424528900; 55959074600; 7005280140; 16033378000; 57195486449","Energy transition at local level: Analyzing the role of peer effects and socio-economic factors on UK solar photovoltaic deployment",2021,"Energy Policy",148,"", 112004,,,,6,10.1016/j.enpol.2020.112004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094976065&partnerID=40&md5=1a666873b58dcd797b3c608863222fbf",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85094976065
"Mohammadi, M., Darabi, H., Mirchooli, F., Bakhshaee, A., Torabi Haghighi, A.","57201496334; 57197197453; 57196080167; 57216935486; 57211870159","Flood risk mapping and crop-water loss modeling using water footprint analysis in agricultural watershed, northern Iran",2021,"Natural Hazards",105,"2",,2007,2025,,1,10.1007/s11069-020-04387-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094848405&partnerID=40&md5=ee5446ed17927c9f4d7a7e700a56bd5c",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85094848405
"Cheng, L., Shi, K., De Vos, J., Cao, M., Witlox, F.","56678178600; 57146378600; 54787558100; 57193545823; 6602186586","Examining the spatially heterogeneous effects of the built environment on walking among older adults",2021,"Transport Policy",100,"",,21,30,,5,10.1016/j.tranpol.2020.10.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092757252&partnerID=40&md5=c2f6e21c7584ffc9bc9d4b6b6635955c",Article,Final,"",Scopus,2-s2.0-85092757252
"Waters, N.","57225745719","Motivations and Methods for Replication in Geography: Working with Data Streams",2021,"Annals of the American Association of Geographers",111,"5",,1291,1299,,3,10.1080/24694452.2020.1806027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092573428&partnerID=40&md5=56c7563d8b1b2f7b9df0ab36b589c334",Article,Final,"",Scopus,2-s2.0-85092573428
"Osorio-Arjona, J., Horak, J., Svoboda, R., García-Ruíz, Y.","57200326305; 18036987500; 57220203001; 16312817100","Social media semantic perceptions on Madrid Metro system: Using Twitter data to link complaints to space",2021,"Sustainable Cities and Society",64,"", 102530,,,,2,10.1016/j.scs.2020.102530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092171686&partnerID=40&md5=93b5c703fbdc920ab31dbe4f07ef5ed7",Article,Final,"",Scopus,2-s2.0-85092171686
"Sannigrahi, S., Pilla, F., Zhang, Q., Chakraborti, S., Wang, Y., Basu, B., Basu, A.S., Joshi, P.K., Keesstra, S., Roy, P.S., Sutton, P.C., Bhatt, S., Rahmat, S., Jha, S., Singh, L.K.","57194157685; 54411156200; 57189855099; 57196062430; 56106535800; 55786423500; 57216315485; 35195919400; 8510883000; 56909353000; 57219266768; 57192093677; 57196067360; 57196061320; 57192422577","Examining the effects of green revolution led agricultural expansion on net ecosystem service values in India using multiple valuation approaches",2021,"Journal of Environmental Management",277,"", 111381,,,,1,10.1016/j.jenvman.2020.111381,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092008745&partnerID=40&md5=c27acaf7a0abc7bb247e122054389c6c",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85092008745
"Jin, Y., Li, A., Bian, J., Nan, X., Lei, G., Muhammad, K.","57219009244; 14519510100; 43561035200; 57213905141; 43561518700; 57219010522","Spatiotemporal analysis of ecological vulnerability along Bangladesh-China-India-Myanmar economic corridor through a grid level prototype model",2021,"Ecological Indicators",120,"", 106933,,,,3,10.1016/j.ecolind.2020.106933,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091021013&partnerID=40&md5=15e42b729828c246ff3f2b3eb3190870",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85091021013
"Gupta, A., Kant, Y., Mitra, D., Chauhan, P.","57192906303; 6603440862; 55498247800; 57200264463","Spatio-temporal distribution of INSAT-3D AOD derived particulate matter concentration over India",2021,"Atmospheric Pollution Research",12,"1",,159,172,,1,10.1016/j.apr.2020.08.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090310837&partnerID=40&md5=1d5e4db0e4c3a1accf6f3d1bc3ce2462",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85090310837
"Miller, J.A., Grubesic, T.H.","56120241400; 6602481009","A Spatial Exploration of the Halo Effect in the 2016 U.S. Presidential Election",2021,"Annals of the American Association of Geographers",111,"4",,1094,1109,,1,10.1080/24694452.2020.1785271,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090226203&partnerID=40&md5=8c0d7d46a10515cbfd1e3fb041add9a4",Article,Final,"",Scopus,2-s2.0-85090226203
"Grekousis, G.","52563646600","Local fuzzy geographically weighted clustering: a new method for geodemographic segmentation",2021,"International Journal of Geographical Information Science",35,"1",,152,174,,2,10.1080/13658816.2020.1808221,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089705512&partnerID=40&md5=c05e4ec15ad65e4db3bfe4740c2b2d2e",Article,Final,"",Scopus,2-s2.0-85089705512
"Xie, E., Zhang, Y., Huang, B., Zhao, Y., Shi, X., Hu, W., Qu, M.","57203098288; 57205068346; 55081613700; 52164997000; 55644884900; 26029393500; 49362211300","Spatiotemporal variations in soil organic carbon and their drivers in southeastern China during 1981-2011",2021,"Soil and Tillage Research",205,"", 104763,,,,2,10.1016/j.still.2020.104763,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089685408&partnerID=40&md5=5a16fe5001244299bbf67d006db92fc5",Article,Final,"",Scopus,2-s2.0-85089685408
"Eccles, K.M., Thomas, P.J., Chan, H.M.","56717471200; 55929511600; 56943686100","Spatial patterns of the exposure-response relationship between mercury and cortisol in the fur of river otter (Lontra canadensis)",2021,"Chemosphere",263,"", 127992,,,,,10.1016/j.chemosphere.2020.127992,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089581695&partnerID=40&md5=9523e2e7e723ef3e06d57c8acc336057",Article,Final,"",Scopus,2-s2.0-85089581695
"Cupido, K., Fotheringham, A.S., Jevtic, P.","57218548018; 7005669439; 55747082100","Local modelling of U.S. mortality rates: A multiscale geographically weighted regression approach",2021,"Population, Space and Place",27,"1", e2379,,,,4,10.1002/psp.2379,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089477014&partnerID=40&md5=3d4252f7092b9afa083c8675ca0981d3",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85089477014
"Yu, D., Zhang, Y., Wu, X., Li, D., Li, G.","12792543600; 57201032239; 55945303900; 56072502500; 55911984900","The varying effects of accessing high-speed rail system on China's county development: A geographically weighted panel regression analysis",2021,"Land Use Policy",100,"", 104935,,,,1,10.1016/j.landusepol.2020.104935,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088391359&partnerID=40&md5=237b0b970dae4d4df79924d1cd961692",Article,Final,"",Scopus,2-s2.0-85088391359
"Shoff, C., Yang, T.-C., Kim, S.","36802449500; 25959416500; 57201332773","Rural/Urban Differences in the Predictors of Opioid Prescribing Rates Among Medicare Part D Beneficiaries 65 Years of Age and Older",2021,"Journal of Rural Health",37,"1",,5,15,,,10.1111/jrh.12497,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088121835&partnerID=40&md5=b741f460efd5ff37c37c2f32da9ca362",Article,Final,"",Scopus,2-s2.0-85088121835
"Cartone, A., Postiglione, P.","57195252902; 8941652800","Principal component analysis for geographical data: the role of spatial effects in the definition of composite indicators",2021,"Spatial Economic Analysis",16,"2",,126,147,,7,10.1080/17421772.2020.1775876,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087495548&partnerID=40&md5=84176d59ecdaf259f71ebb88596359b6",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85087495548
"Wu, S., Wang, Z., Du, Z., Huang, B., Zhang, F., Liu, R.","57200079324; 57216175636; 25929119800; 55388074800; 56434720200; 55809641900","Geographically and temporally neural network weighted regression for modeling spatiotemporal non-stationary relationships",2021,"International Journal of Geographical Information Science",35,"3",,582,608,,2,10.1080/13658816.2020.1775836,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85086928629&partnerID=40&md5=77a4a8d626cc936eadec2219fa9578bf",Article,Final,"",Scopus,2-s2.0-85086928629
"Chen, F., Mei, C.-L.","57215086907; 55725518800","Scale-adaptive estimation of mixed geographically weighted regression models",2021,"Economic Modelling",94,"",,737,747,,,10.1016/j.econmod.2020.02.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079899157&partnerID=40&md5=79de6b515e66a01435f854481355a584",Article,Final,"",Scopus,2-s2.0-85079899157
"Mann, D., Anees, M.M., Rankavat, S., Joshi, P.K.","57200076707; 57203861193; 57184374100; 35195919400","Spatio-temporal variations in landscape ecological risk related to road network in the Central Himalaya",2021,"Human and Ecological Risk Assessment",27,"2",,289,306,,2,10.1080/10807039.2019.1710693,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078583707&partnerID=40&md5=c4cef1c239de21208d50533ae4788e89",Article,Final,"",Scopus,2-s2.0-85078583707
"Zou, B., Fang, X., Feng, H., Zhou, X.","55684453700; 56457149700; 54408382600; 57203892414","Simplicity versus accuracy for estimation of the PM2.5 concentration: a comparison between LUR and GWR methods across time scales",2021,"Journal of Spatial Science",66,"2",,279,297,,2,10.1080/14498596.2019.1624203,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068162867&partnerID=40&md5=03ef82355964474b878bbf9781803e0d",Review,Final,"",Scopus,2-s2.0-85068162867
"Jaber, S.M.","43361344400","On the relationship between normalized difference vegetation index and land surface temperature: MODIS-based analysis in a semi-arid to arid environment",2021,"Geocarto International",36,"10",,1117,1135,,2,10.1080/10106049.2019.1633421,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068161577&partnerID=40&md5=011f7d174c097fd34bbb9c71ac0d8642",Article,Final,"",Scopus,2-s2.0-85068161577
"Imran, M., Hamid, Y., Mazher, A., Ahmad, S.R.","57215770917; 57209414411; 55609501600; 23099522600","Geo-spatially modelling dengue epidemics in urban cities: a case study of Lahore, Pakistan",2021,"Geocarto International",36,"2",,197,211,,2,10.1080/10106049.2019.1614100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067665704&partnerID=40&md5=cb9c76da849f53cb057643009fb9f5c9",Article,Final,"",Scopus,2-s2.0-85067665704
"Li, S., Xie, Y., Yang, Z., Lu, Y., Li, H.","56180537800; 7403959475; 55755616900; 57207454197; 36562134900","Examining winter fallow farmland from space and geography: a case study in Guizhou, China",2021,"Journal of Spatial Science",66,"1",,163,178,,,10.1080/14498596.2019.1578273,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062547664&partnerID=40&md5=2de8bbf2853636d8eaedb500573957ae",Review,Final,"",Scopus,2-s2.0-85062547664
"Dangisso, M.H., Datiko, D.G., Lindtjørn, B.","55983936000; 24922823900; 7003541173","Identifying geographical heterogeneity of pulmonary tuberculosis in southern Ethiopia: a method to identify clustering for targeted interventions",2020,"Global Health Action",13,"1", 1785737,,,,3,10.1080/16549716.2020.1785737,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088929492&partnerID=40&md5=c2a74bd9af7b950bd735494a01506475",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85088929492
"Li, M.-J., Zhu, M.-C., He, Y., Li, P.-S., Zhang, P.-S., He, Z.-Y., Shi, J.-B., Chen, K., Weng, T., Zheng, Z.-Z., Jiang, L.","57221740592; 57192698093; 57116735300; 57056660200; 57221753561; 57211486844; 57221740023; 57221148505; 57221751524; 18439055300; 55197801300","Analysis and Evaluation of Housing Price for Chengdu Urban",2020,"2020 17th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2020",,"", 9317395,175,178,,,10.1109/ICCWAMTIP51612.2020.9317395,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100022267&partnerID=40&md5=01d8ce1b70fdbd847801dbf7e31ba75b",Conference Paper,Final,"",Scopus,2-s2.0-85100022267
"Zhao, F., Tang, L., Qiu, Q., Wu, G.","57198450995; 15752022000; 36340935300; 57035705900","The compactness of spatial structure in Chinese cities: measurement, clustering patterns and influencing factors",2020,"Ecosystem Health and Sustainability",6,"1", 1743763,,,,7,10.1080/20964129.2020.1743763,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082976516&partnerID=40&md5=0f564f1c3da4d5a2970c836e9d7ed8eb",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85082976516
"Que, X., Ma, X., Ma, C., Chen, Q.","56430674800; 22941707200; 57193730225; 56009522100","A spatiotemporal weighted regression model (STWR v1.0) for analyzing local nonstationarity in space and time",2020,"Geoscientific Model Development",13,"12",,6149,6164,,1,10.5194/gmd-13-6149-2020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097440167&partnerID=40&md5=2d8ff846d921814b6a16b8bc5445c79d",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097440167
"Gao, S., Zhan, Q., Yang, C., Liu, H.","57208752815; 24081785600; 57221193932; 56384097800","The diversified impacts of urban morphology on land surface temperature among urban functional zones",2020,"International Journal of Environmental Research and Public Health",17,"24", 9578,1,20,,,10.3390/ijerph17249578,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098321440&partnerID=40&md5=757fd2e62fdf413647b712e8f2d3657e",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85098321440
"Lee, K.H.","57033071300","Mental health and recreation opportunities",2020,"International Journal of Environmental Research and Public Health",17,"24", 9338,1,15,,,10.3390/ijerph17249338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097843811&partnerID=40&md5=89c38b5480be507f706ae1c03f1c723b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097843811
"Zhou, C., Zhang, R., Ning, X., Zheng, Z.","55245029300; 57217058641; 56022510800; 57205404102","Spatial-temporal characteristics in grain production and its influencing factors in the huang-huai-hai plain from 1995 to 2018",2020,"International Journal of Environmental Research and Public Health",17,"24", 9193,1,19,,3,10.3390/ijerph17249193,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097542266&partnerID=40&md5=f520febef35edb100d7d5c1030f538f8",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097542266
"Zhang, W., Xi, Y., Ukkusuri, S.V.","56050485300; 57223187476; 14720321700","Understanding spatiotemporal variations of ridership by multiple taxi services",2020,"ISPRS International Journal of Geo-Information",9,"12", 757,,,,,10.3390/ijgi9120757,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105210275&partnerID=40&md5=6062a0356818fefc6ed2c45a9c66e877",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85105210275
"Silva, C., Melo, S., Santos, A., Almeida Junior, P., Sato, S., Santiago, K., Sá, L.","57199743006; 57191957890; 57215573456; 57223191669; 57223200820; 56060156600; 57223196931","Spatial modeling for homicide rates estimation in pernambuco state-brazil",2020,"ISPRS International Journal of Geo-Information",9,"12", 740,,,,2,10.3390/ijgi9120740,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105140957&partnerID=40&md5=544411b050502b8d17085c369422d800",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85105140957
"da Silva, C.F.A., Meira, L.H., de Oliveira, L.K., Dos Santos, P.R.G., de Oliveira, I.K.","57221779410; 57201686648; 57194449016; 57221782415; 57221775113","Analysis of spatial correlation between public transportation system users and covid-19 cases: A case study in Recife (PE) | Análise da correlação espacial entre os usuários de sistemas de transporte público e os casos de covid-19: Um estudo de caso para Recife (PE)",2020,"Revista Brasileira de Gestao e Desenvolvimento Regional",16,"4",,346,359,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100206381&partnerID=40&md5=2509e150399582f0a58036234dcdee9d",Article,Final,"",Scopus,2-s2.0-85100206381
"Zhou, L., Wang, Y., Du, M., Jing, C., Wang, S., Zhu, Y., Luo, T., He, C., Gao, T., Yang, K.","55710638300; 57211409928; 34881413000; 24080507800; 57217105245; 57217109368; 57221303015; 57221304170; 57221768060; 57221305918","Optimization of seasonal geographically and temporally weighted regression model for accurate estimation of seasonal PM2.5 concentrations in Beijing-Tianjin-Hebei Region",2020,"Sensors and Materials",32,"12",,4393,4412,,,10.18494/SAM.2020.3077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100081621&partnerID=40&md5=6776fc136143a5d092556981945bde2e",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85100081621
"Moury, P.K., Ahmad, T., Rai, A., Biswas, A., Sahoo, P.M.","57221380151; 7101735668; 18134787500; 57191096247; 15840873600","Outlier robust finite population estimation under spatial non-stationarity",2020,"International Journal of Agricultural and Statistical Sciences",16,"2",,535,545,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098947998&partnerID=40&md5=14f7a34a901ce8ea154ecbfe0558ddd7",Article,Final,"",Scopus,2-s2.0-85098947998
"Samec, P., Zapletal, M., Horáček, M.","10440431200; 6603103948; 56950269600","Forest Transformation Urgency for Topsoil Diversity Optimization during Environmental Change",2020,"Journal of Landscape Ecology(Czech Republic)",13,"3",,79,106,,1,10.2478/jlecol-2020-0018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098941126&partnerID=40&md5=ef9d34e795f7497adef4b18e64118847",Article,Final,"",Scopus,2-s2.0-85098941126
"Li, T., Lu, Y., Ren, Y., Li, P.","55728941000; 57221111486; 57189659880; 57161261500","Gauging the effectiveness of vegetation restoration and the influence factors in the Loess Plateau",2020,"Shengtai Xuebao/ Acta Ecologica Sinica",43,"23",,8593,8605,,2,10.5846/stxb202001080065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098138059&partnerID=40&md5=4d0f4a67671b60476c62e6058b5e9d86",Article,Final,"",Scopus,2-s2.0-85098138059
"Yang, C., Li, R., Sha, Z.","57214242668; 57094325400; 7006705338","Exploring the dynamics of urban greenness space and their driving factors using geographically weighted regression: A case study in Wuhan Metropolis, China",2020,"Land",9,"12", 500,1,21,,2,10.3390/land9120500,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097535253&partnerID=40&md5=05ebab394fde9bbcf6fdd0fd5e350f61",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85097535253
"Widya, L.K., Hsu, C.-Y., Lee, H.-Y., Jaelani, L.M., Lung, S.-C.C., Su, H.-J., Wu, C.-D.","57220151686; 56900226300; 57198889854; 55953435300; 7005770051; 56437192700; 8449024900","Comparison of spatial modelling approaches on PM10 and No2 concentration variations: A case study in Surabaya city, Indonesia",2020,"International Journal of Environmental Research and Public Health",17,"23", 8883,1,15,,,10.3390/ijerph17238883,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097036147&partnerID=40&md5=1345598e7aa5785198f2a30f2b74ae70",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85097036147
"Bai, X., Zhang, T., Tian, S.","23476473500; 57220103983; 57220107230","Evaluating fertilizer use efficiency and spatial correlation of its determinants in China: A geographically weighted regression approach",2020,"International Journal of Environmental Research and Public Health",17,"23", 8830,1,23,,2,10.3390/ijerph17238830,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096922000&partnerID=40&md5=70168e42f291b380cd4e5ef6ebcc7387",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85096922000
"Yuan, M.-H., Lo, S.-L.","57193722881; 7401542147","Ecosystem services and sustainable development: Perspectives f1 rom the food-energy-water Nexus",2020,"Ecosystem Services",46,"", 101217,,,,7,10.1016/j.ecoser.2020.101217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095421911&partnerID=40&md5=c874684d8364253c61ee650504a1b9ef",Article,Final,"",Scopus,2-s2.0-85095421911
"Wang, B., Wu, Z., Wang, J., Li, W., Liu, G., Zhang, B., Tang, Y.","57219595289; 55502643900; 57219601823; 17434576100; 55706595300; 55619300598; 35312761700","Insights into the mechanism of Arnebia euchroma on leukemia via network pharmacology approach",2020,"BMC Complementary Medicine and Therapies",20,"1", 322,,,,1,10.1186/s12906-020-03106-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094131632&partnerID=40&md5=333cdc2c3bdd094ff21d6ee2ad65692c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85094131632
"Tang, J., Gao, F., Liu, F., Han, C., Lee, J.","56044310100; 57211350807; 57091176600; 57202280903; 55599484000","Spatial heterogeneity analysis of macro-level crashes using geographically weighted Poisson quantile regression",2020,"Accident Analysis and Prevention",148,"", 105833,,,,2,10.1016/j.aap.2020.105833,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093690480&partnerID=40&md5=0665ba9a9284c7a536d27c6a8e001cfd",Article,Final,"",Scopus,2-s2.0-85093690480
"Parizi, E., Hosseini, S.M., Ataie-Ashtiani, B., Simmons, C.T.","57205553239; 57193207911; 6603008195; 7103173883","Normalized difference vegetation index as the dominant predicting factor of groundwater recharge in phreatic aquifers: case studies across Iran",2020,"Scientific Reports",10,"1", 17473,,,,5,10.1038/s41598-020-74561-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092555334&partnerID=40&md5=e7d87e6819615d465056457cd13b3c8d",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85092555334
